B15,A3,755.439,437
A3,C11,574.297,376
C11,B5,535.442,351
B5,D3,679.427,404
D3,E5,449.766,289
E5,D6,650.287,376
D6,E10,1004.531,633
E10,E13,550.26,376
E13,D13,540.286,282
D13,B2,525.651,404
B2,C9,674.609,359
C9,B15,540.239,376
B15,A3,645.439,437
A3,C11,684.296,376
C11,B5,535.443,351
B5,D3,679.479,404
D3,E5,449.714,289
E5,D6,650.286,376
D6,E10,1004.557,633
E10,E13,550.0,376
E13,D13,430.235,282
D13,B2,635.703,404
B2,C9,564.609,359
C9,B15,650.238,376
B15,A3,645.439,437
A3,C11,684.323,376
C11,B5,535.391,351
B5,D3,679.505,404
D3,E5,449.714,289
E5,D6,650.260,376
D6,E10,1004.583,633
E10,E13,550.0,376
E13,D13,430.287,282
D13,B2,635.651,404
B2,C9,564.609,359
C9,B15,650.238,376
B15,A3,645.439,437
A3,C11,684.323,376
C11,B5,535.391,351
B5,D3,679.479,404
D3,E5,449.739,289
E5,D6,540.287,376
D6,E10,1004.557,633
E10,E13,659.974,376
E13,D13,430.312,282
D13,B2,635.651,404
B2,C9,564.610,359
C9,B15,540.238,376
B15,A3,755.439,437
A3,C11,574.323,376
C11,B5,535.390,351
B5,D3,679.479,404
D3,E5,449.740,289
E5,D6,650.260,376
D6,E10,1004.584,633
E10,E13,550.0,376
E13,D13,540.260,282
D13,B2,525.677,404